9,0.5,2,2,1,0.075211
9,0.5,2,2,2.8,0.21059
9,0.5,2,2,4.6,0.34597
9,0.5,2,2,6.4,0.48135
9,0.5,2,2,8.2,0.61673
9,0.5,2,2,10,0.75211
9,0.5,2,2.2857,1,0.070161
9,0.5,2,2.2857,2.8,0.19645
9,0.5,2,2.2857,4.6,0.32274
9,0.5,2,2.2857,6.4,0.44903
9,0.5,2,2.2857,8.2,0.57532
9,0.5,2,2.2857,10,0.70161
9,0.5,2,2.5714,1,0.066008
9,0.5,2,2.5714,2.8,0.18482
9,0.5,2,2.5714,4.6,0.30363
9,0.5,2,2.5714,6.4,0.42245
9,0.5,2,2.5714,8.2,0.54126
9,0.5,2,2.5714,10,0.66008
9,0.5,2,2.8571,1,0.062514
9,0.5,2,2.8571,2.8,0.17504
9,0.5,2,2.8571,4.6,0.28756
9,0.5,2,2.8571,6.4,0.40009
9,0.5,2,2.8571,8.2,0.51261
9,0.5,2,2.8571,10,0.62514
9,0.5,2,3.1429,1,0.059522
9,0.5,2,3.1429,2.8,0.16666
9,0.5,2,3.1429,4.6,0.2738
9,0.5,2,3.1429,6.4,0.38094
9,0.5,2,3.1429,8.2,0.48808
9,0.5,2,3.1429,10,0.59522
9,0.5,2,3.4286,1,0.056922
9,0.5,2,3.4286,2.8,0.15938
9,0.5,2,3.4286,4.6,0.26184
9,0.5,2,3.4286,6.4,0.3643
9,0.5,2,3.4286,8.2,0.46676
9,0.5,2,3.4286,10,0.56922
9,0.5,2,3.7143,1,0.054635
9,0.5,2,3.7143,2.8,0.15298
9,0.5,2,3.7143,4.6,0.25132
9,0.5,2,3.7143,6.4,0.34966
9,0.5,2,3.7143,8.2,0.44801
9,0.5,2,3.7143,10,0.54635
9,0.5,2,4,1,0.052603
9,0.5,2,4,2.8,0.14729
9,0.5,2,4,4.6,0.24198
9,0.5,2,4,6.4,0.33666
9,0.5,2,4,8.2,0.43135
9,0.5,2,4,10,0.52603
9,0.5,4,2,1,0.13712
9,0.5,4,2,2.8,0.38395
9,0.5,4,2,4.6,0.63077
9,0.5,4,2,6.4,0.87759
9,0.5,4,2,8.2,1.1244
9,0.5,4,2,10,1.3712
9,0.5,4,2.2857,1,0.13244
9,0.5,4,2.2857,2.8,0.37083
9,0.5,4,2.2857,4.6,0.60922
9,0.5,4,2.2857,6.4,0.84761
9,0.5,4,2.2857,8.2,1.086
9,0.5,4,2.2857,10,1.3244
9,0.5,4,2.5714,1,0.12846
9,0.5,4,2.5714,2.8,0.35969
9,0.5,4,2.5714,4.6,0.59091
9,0.5,4,2.5714,6.4,0.82214
9,0.5,4,2.5714,8.2,1.0534
9,0.5,4,2.5714,10,1.2846
9,0.5,4,2.8571,1,0.12501
9,0.5,4,2.8571,2.8,0.35004
9,0.5,4,2.8571,4.6,0.57506
9,0.5,4,2.8571,6.4,0.80009
9,0.5,4,2.8571,8.2,1.0251
9,0.5,4,2.8571,10,1.2501
9,0.5,4,3.1429,1,0.12199
9,0.5,4,3.1429,2.8,0.34156
9,0.5,4,3.1429,4.6,0.56113
9,0.5,4,3.1429,6.4,0.78071
